muestras,horas,muestras_en_horas,horas_mayoria,horas_quedan_lt23,horas_quedan_0,horas_incompletas,horas_completas,horas_adyacentes_vacia,energia_kWh,delta_kWh_quitar_muestras,inst,medidor,med,bandera
4,2,59,0,0,0,1,1,0,2.6697850574712643,-0.011218744473916686,UCC,Medidor 3 - UCC - electricMeter,UCC 3,G_final_V10_f0.2_S3q
4,2,59,0,0,0,1,1,0,2.6697850574712643,-0.011218744473916686,UCC,Medidor 3 - UCC - electricMeter,UCC 3,G_final_V10_f0.2_S5q
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,G_solo_S3q_V10
77,18,539,0,5,0,1,17,0,36.65178045977012,-0.3278706015887056,UCC,Medidor 4 - UCC - electricMeter,UCC 4,V_ntc_-10+5
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 4 - UCC - electricMeter,UCC 4,V_pm10
2,2,60,0,0,0,0,2,0,13.451666666666668,0.04240229885057456,UCC,Medidor 4 - UCC - electricMeter,UCC 4,V_pm8
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 4 - UCC - electricMeter,UCC 4,V_pm15
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 4 - UCC - electricMeter,UCC 4,V_pm20
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 4 - UCC - electricMeter,UCC 4,V_pm50
4,2,60,0,0,0,0,2,0,0.247,0.016272030651341002,UCC,Medidor 4 - UCC - electricMeter,UCC 4,f_59.8-60.2
42,35,1044,0,0,0,3,32,0,54.84406657824934,-0.1361688935202717,UCC,Medidor 4 - UCC - electricMeter,UCC 4,f_59.9-60.1
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 4 - UCC - electricMeter,UCC 4,f_59.7-60.3
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 4 - UCC - electricMeter,UCC 4,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 4 - UCC - electricMeter,UCC 4,f_59-61
2,2,60,0,0,0,0,2,0,1.2779333333333334,-0.024485057471264282,UCC,Medidor 4 - UCC - electricMeter,UCC 4,S_1.5q
2,2,60,0,0,0,0,2,0,1.2779333333333334,-0.024485057471264282,UCC,Medidor 4 - UCC - electricMeter,UCC 4,S_2q
2,2,60,0,0,0,0,2,0,1.2779333333333334,-0.024485057471264282,UCC,Medidor 4 - UCC - electricMeter,UCC 4,S_3q
2,2,60,0,0,0,0,2,0,1.2779333333333334,-0.024485057471264282,UCC,Medidor 4 - UCC - electricMeter,UCC 4,S_4q
2,2,60,0,0,0,0,2,0,1.2779333333333334,-0.024485057471264282,UCC,Medidor 4 - UCC - electricMeter,UCC 4,S_5q
1,1,30,0,0,0,0,1,0,0.12513333333333335,-0.025685057471264372,UCC,Medidor 4 - UCC - electricMeter,UCC 4,S_8q
1,1,30,0,0,0,0,1,0,0.12513333333333335,-0.025685057471264372,UCC,Medidor 4 - UCC - electricMeter,UCC 4,S_10q
2,2,60,0,0,0,0,2,0,1.2779333333333334,-0.024485057471264282,UCC,Medidor 4 - UCC - electricMeter,UCC 4,S_2q_o_2pct
2,2,60,0,0,0,0,2,0,1.2779333333333334,-0.024485057471264282,UCC,Medidor 4 - UCC - electricMeter,UCC 4,S_2q_o_5pct
2,2,60,0,0,0,0,2,0,1.2779333333333334,-0.024485057471264282,UCC,Medidor 4 - UCC - electricMeter,UCC 4,S_3q_o_2pct
2,2,60,0,0,0,0,2,0,1.2779333333333334,-0.024485057471264282,UCC,Medidor 4 - UCC - electricMeter,UCC 4,S_3q_o_5pct
2,2,60,0,0,0,0,2,0,1.2779333333333334,-0.024485057471264282,UCC,Medidor 4 - UCC - electricMeter,UCC 4,S_3q_o_10pct
6,4,120,0,0,0,0,4,0,1.5249333333333335,-0.00821302681992328,UCC,Medidor 4 - UCC - electricMeter,UCC 4,G_final_V10_f0.2_S3q
6,4,120,0,0,0,0,4,0,1.5249333333333335,-0.00821302681992328,UCC,Medidor 4 - UCC - electricMeter,UCC 4,G_final_V10_f0.2_S5q
2,2,60,0,0,0,0,2,0,1.2779333333333334,-0.024485057471264282,UCC,Medidor 4 - UCC - electricMeter,UCC 4,G_solo_S3q_V10
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,V_ntc_-10+5
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,V_pm10
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,V_pm8
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,V_pm15
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,V_pm20
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,V_pm50
4,2,60,0,0,0,0,2,0,10.028500000000001,0.048360791826309146,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,f_59.8-60.2
43,36,1080,0,0,0,0,36,0,36.42269999999999,-0.6753988669950722,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,f_59.9-60.1
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,f_59.7-60.3
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,f_59-61
1,1,30,0,0,0,0,1,0,3.1136666666666666,0.014781609195402279,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,S_1.5q
1,1,30,0,0,0,0,1,0,3.1136666666666666,0.014781609195402279,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,S_2q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,S_3q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,S_4q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,S_5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,S_8q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,S_10q
1,1,30,0,0,0,0,1,0,3.1136666666666666,0.014781609195402279,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,S_2q_o_2pct
1,1,30,0,0,0,0,1,0,3.1136666666666666,0.014781609195402279,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,S_2q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,S_3q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,S_3q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,S_3q_o_10pct
4,2,60,0,0,0,0,2,0,10.028500000000001,0.048360791826309146,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,G_final_V10_f0.2_S3q
4,2,60,0,0,0,0,2,0,10.028500000000001,0.048360791826309146,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,G_final_V10_f0.2_S5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 1 - electricMeter,Udenar 1,G_solo_S3q_V10
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,V_ntc_-10+5
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,V_pm10
1,1,30,0,0,0,0,1,0,-0.024,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,V_pm8
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,V_pm15
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,V_pm20
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,V_pm50
4,3,90,0,0,0,0,3,0,-0.07200000000000001,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,f_59.8-60.2
47,39,1170,0,0,0,0,39,0,-0.9360000000000002,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,f_59.9-60.1
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,f_59.7-60.3
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,f_59-61
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,S_1.5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,S_2q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,S_3q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,S_4q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,S_5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,S_8q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,S_10q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,S_2q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,S_2q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,S_3q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,S_3q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,S_3q_o_10pct
4,3,90,0,0,0,0,3,0,-0.07200000000000001,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,G_final_V10_f0.2_S3q
4,3,90,0,0,0,0,3,0,-0.07200000000000001,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,G_final_V10_f0.2_S5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 2 - electricMeter,Udenar 2,G_solo_S3q_V10
7,3,90,0,0,0,0,3,0,1.9996666666666667,-0.00045977011494258146,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,V_ntc_-10+5
7,3,90,0,0,0,0,3,0,1.9996666666666667,-0.00045977011494258146,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,V_pm10
15,4,120,0,0,0,0,4,0,2.6639999999999997,-0.0017113665389526522,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,V_pm8
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,V_pm15
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,V_pm20
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,V_pm50
4,2,60,0,0,0,0,2,0,0.8137666666666667,0.0064619412515963814,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,f_59.8-60.2
43,36,1079,0,0,0,1,35,0,40.99712413793104,-0.07486093596059112,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,f_59.9-60.1
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,f_59.7-60.3
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,f_59-61
1,1,30,0,0,0,0,1,0,0.341,-0.0010689655172413937,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,S_1.5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,S_2q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,S_3q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,S_4q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,S_5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,S_8q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,S_10q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,S_2q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,S_2q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,S_3q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,S_3q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,S_3q_o_10pct
11,5,150,0,0,0,0,5,0,2.8134333333333332,0.0060021711366538,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,G_final_V10_f0.2_S3q
11,5,150,0,0,0,0,5,0,2.8134333333333332,0.0060021711366538,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,G_final_V10_f0.2_S5q
7,3,90,0,0,0,0,3,0,1.9996666666666667,-0.00045977011494258146,Udenar,Bloque Sur - Medidor 3 - electricMeter,Udenar 3,G_solo_S3q_V10
12424,1269,37906,325,637,34,34,1235,0,-3700.6698450108834,1035.0931639262585,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,V_ntc_-10+5
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,V_pm10
135,30,899,1,7,0,1,29,0,-104.98274942528735,9.162507493660597,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,V_pm8
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,V_pm15
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,V_pm20
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,V_pm50
4,3,90,0,0,0,0,3,0,-0.02940000000000001,0.001762068965517255,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,f_59.8-60.2
41,35,1050,0,0,0,0,35,0,-38.55306666666667,-0.06170505747126383,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,f_59.9-60.1
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,f_59.7-60.3
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,f_59-61
25,20,600,0,0,0,0,20,0,-0.41680000000000045,-0.0503483305966064,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,S_1.5q
1,1,30,0,0,0,0,1,0,-1.8283,0.02429999999999999,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,S_2q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,S_3q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,S_4q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,S_5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,S_8q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,S_10q
1,1,30,0,0,0,0,1,0,-1.8283,0.02429999999999999,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,S_2q_o_2pct
1,1,30,0,0,0,0,1,0,-1.8283,0.02429999999999999,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,S_2q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,S_3q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,S_3q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,S_3q_o_10pct
4,3,90,0,0,0,0,3,0,-0.02940000000000001,0.001762068965517255,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,G_final_V10_f0.2_S3q
4,3,90,0,0,0,0,3,0,-0.02940000000000001,0.001762068965517255,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,G_final_V10_f0.2_S5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Udenar,Bloque Sur - Medidor 4 - electricMeter,Udenar 4,G_solo_S3q_V10
